"plot_year"	"Browsing_percent_plot"	"old_browsing_plot"	"young_browsing_plot"	"no_browsing_plot"	"height_plot"	"growth"	"FAI"	"site"	"NPP_July2016"	"NPP_June2016"	"EffectiveMooseDensitykm2"	"year_site"	"mean.temp"	"summ.temp"	"wint.temp"	"rain.GP"	"rain.year"	"rain.wint"	"site_Treatment"	"territory"	"EX"	"build_year"	"sample_year"	"time"	"date"	"month"	"day"	"plot"	"species_cor"	"nom_lat"	"height"	"diam"	"arrow"	"stem_state"	"no_browsing"	"young_browsing"	"old_browsing"	"Browsing_percent"	"sampling_area_m2"	"missingpicnote"	"Site"	"LON..NAD83.MTM..Modified.Transverse.Mercator..zone.6."	"LAT..NAD83.MTM..Modified.Transverse.Mercator..zone.6."	"LON.E"	"LAT.N"	"browsingfactorial"
"543"	"107_2015"	NA	NA	NA	NA	30.5769230769231	2.59829934166696	2.23650861613293	"MA1002"	6.5	4.880000114	3.3	"2015_MA1002"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1002_EX"	"Matane"	"EX"	2010	2015	"T5"	"31/05/2015"	5	31	107	"Abibal"	"Abies balsamea"	26	NA	"Unbrowsed"	"Live"	NA	NA	NA	NA	4	"ok"	"MA1002"	362382.0672	5401243.758	-66.71693371	48.74696297	NA
"558"	"108_2012"	0	"0"	"0"	"2.33333333333333"	26.6666666666667	0.830944438909482	1.36560707496249	"MA1002"	6.5	4.880000114	3.3	"2012_MA1002"	3.26657534246575	14.858606557377	-4.88324175824176	2.67459016393443	2.89424657534247	2.85879120879121	"MA1002_EX"	"Matane"	"EX"	2010	2012	"T2"	"17/06/2012"	6	17	108	"Abibal"	"Abies balsamea"	29	NA	"Unbrowsed"	"Live"	2	0	0	0	4	"ok"	"MA1002"	362382.0672	5401243.758	-66.71693371	48.74696297	"no"
"561"	"108_2013"	0	"0"	"0"	"8.16666666666667"	30	0.592047912723006	1.939387881624	"MA1002"	6.5	4.880000114	3.3	"2013_MA1002"	1.1413698630137	13.4831967213115	-8.075	2.59508196721311	2.78931506849315	2.93296703296703	"MA1002_EX"	"Matane"	"EX"	2010	2013	"T3"	NA	NA	NA	108	"Abibal"	"Abies balsamea"	33	8.32	"Unbrowsed"	"Live"	12	0	0	0	4	"ok"	"MA1002"	362382.0672	5401243.758	-66.71693371	48.74696297	"no"
"567"	"108_2014"	0	"0"	"0"	"7.875"	32.375	0.405085413968372	2.27361296485288	"MA1002"	6.5	4.880000114	3.3	"2014_MA1002"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1002_EX"	"Matane"	"EX"	2010	2014	"T4"	"31/05/2014"	5	31	108	"Abibal"	"Abies balsamea"	48	12.4	"Unbrowsed"	"Live"	17	0	0	0	4	"ok"	"MA1002"	362382.0672	5401243.758	-66.71693371	48.74696297	"no"
"575"	"108_2015"	NA	NA	NA	NA	34	3.24068331174698	3.51007929008819	"MA1002"	6.5	4.880000114	3.3	"2015_MA1002"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1002_EX"	"Matane"	"EX"	2010	2015	"T5"	"31/05/2015"	5	31	108	"Abibal"	"Abies balsamea"	14	NA	"Unbrowsed"	"Live"	NA	NA	NA	NA	4	"ok"	"MA1002"	362382.0672	5401243.758	-66.71693371	48.74696297	NA
"596"	"109_2011"	100	"8"	"0"	"0"	34.5	-5.44268607485711	0.284008079388777	"MA1002"	6.5	4.880000114	3.3	"2011_MA1002"	3.19071038251366	13.9647540983607	-4.73469945355191	3.34262295081967	2.7051912568306	1.97540983606557	"MA1002_TE"	"Matane"	"TE"	2010	2011	"T1"	"08/07/2011"	7	8	109	"Abibal"	"Abies balsamea"	34.5	NA	"Browsed"	"Dead by Browsing"	0	0	8	100	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"yes"
"597"	"109_2012"	52.7777777766667	"1"	"0"	"1.66666666666667"	12.6666666666667	2.57592776061939	1.06856867957898	"MA1002"	6.5	4.880000114	3.3	"2012_MA1002"	3.26657534246575	14.858606557377	-4.88324175824176	2.67459016393443	2.89424657534247	2.85879120879121	"MA1002_TE"	"Matane"	"TE"	2010	2012	"T2"	"17/06/2012"	6	17	109	"Abibal"	"Abies balsamea"	11	NA	"Browsed"	"Live"	3	0	1	25	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"yes"
"600"	"109_2013"	0	"0"	"0"	"1.75"	23	-0.0830944438909479	1.38290637682458	"MA1002"	6.5	4.880000114	3.3	"2013_MA1002"	1.1413698630137	13.4831967213115	-8.075	2.59508196721311	2.78931506849315	2.93296703296703	"MA1002_TE"	"Matane"	"TE"	2010	2013	"T3"	NA	NA	NA	109	"Abibal"	"Abies balsamea"	28.5	5.9	"Unbrowsed"	"Live"	3	0	0	0	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"no"
"604"	"109_2014"	31.5873015871429	"0.714285714285714"	"0.333333333333333"	"2"	22.6666666666667	-0.188347406152816	3.62838134021752	"MA1002"	6.5	4.880000114	3.3	"2014_MA1002"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1002_TE"	"Matane"	"TE"	2010	2014	"T4"	"31/05/2014"	5	31	109	"Abibal"	"Abies balsamea"	24	5.5	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"no"
"625"	"109_2015"	NA	NA	NA	NA	21.9111111111111	1.27804794333871	5.2237650438229	"MA1002"	6.5	4.880000114	3.3	"2015_MA1002"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1002_TE"	"Matane"	"TE"	2010	2015	"T5"	"31/05/2015"	5	31	109	"Abibal"	"Abies balsamea"	14.5	NA	"Unbrowsed"	"Live"	NA	NA	NA	NA	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	NA
"674"	"11_2011"	0	"0"	"0"	"9.07692307692308"	31.6923076923077	2.36360617154687	5.1503979686653	"CA1001"	6.5	5.050000191	2	"2011_CA1001"	2.94002732240437	14.0672131147541	-5.32868852459016	3.37704918032787	2.76092896174863	2.06939890710383	"CA1001_EX"	"Casault"	"EX"	2010	2011	"T1"	"19/07/2011"	7	19	11	"Abibal"	"Abies balsamea"	19	NA	"Unbrowsed"	"Live"	4	0	0	0	4	"ok"	"CA1001"	332458.5303	5365787.26	-67.12621307	48.43013629	"no"
"700"	"11_2012"	0	"0"	"0"	"10.4347826086957"	41.1739130434783	4.37009445376278	3.61164510914775	"CA1001"	6.5	5.050000191	2	"2012_CA1001"	3.10917808219178	14.9081967213115	-5.33681318681319	2.63196721311475	2.90602739726027	2.81868131868132	"CA1001_EX"	"Casault"	"EX"	2010	2012	"T2"	"27/05/2012"	5	27	11	"Abibal"	"Abies balsamea"	54	NA	"Unbrowsed"	"Live"	19	0	0	0	4	"ok"	"CA1001"	332458.5303	5365787.26	-67.12621307	48.43013629	"no"
"723"	"11_2013"	0	"0"	"0"	"25.5"	58.7045454545455	3.42512779705037	3.39383100876364	"CA1001"	6.5	5.050000191	2	"2013_CA1001"	0.843013698630137	13.4795081967213	-8.66785714285714	2.71475409836066	2.88191780821918	3.00274725274725	"CA1001_EX"	"Casault"	"EX"	2010	2013	"T3"	NA	NA	NA	11	"Abibal"	"Abies balsamea"	70	11.3	"Unbrowsed"	"Live"	34	0	0	0	4	"ok"	"CA1001"	332458.5303	5365787.26	-67.12621307	48.43013629	"no"
"745"	"11_2014"	0	"0"	"0"	"33.962962962963"	72.4444444444444	5.19894237277699	4.46206956559802	"CA1001"	6.5	5.050000191	2	"2014_CA1001"	1.27027397260274	14.8926229508197	-8.70302197802198	3.24918032786885	2.80630136986301	2.63021978021978	"CA1001_EX"	"Casault"	"EX"	2010	2014	"T4"	"25/05/2014"	5	25	11	"Abibal"	"Abies balsamea"	87	10.7	"Unbrowsed"	"Live"	23	0	0	0	4	"ok"	"CA1001"	332458.5303	5365787.26	-67.12621307	48.43013629	"no"
"772"	"11_2015"	NA	NA	NA	NA	93.3	-1.59125860051166	4.66422972743727	"CA1001"	6.5	5.050000191	2	"2015_CA1001"	2.22486338797814	14.302868852459	-6.17814207650273	3.22131147540984	2.72459016393443	2.65737704918033	"CA1001_EX"	"Casault"	"EX"	2010	2015	"T5"	"26/05/2015"	5	26	11	"Abibal"	"Abies balsamea"	15	NA	"Unbrowsed"	"Live"	NA	NA	NA	NA	4	"ok"	"CA1001"	332458.5303	5365787.26	-67.12621307	48.43013629	NA
"797"	"110_2014"	44.444444445	"0.833333333333333"	"0"	"0.666666666666667"	17.3333333333333	-0.8250091214887	1.18125883838259	"MA1002"	6.5	4.880000114	3.3	"2014_MA1002"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1002_TE"	"Matane"	"TE"	2010	2014	"T4"	"31/05/2014"	5	31	110	"Abibal"	"Abies balsamea"	11	3.1	"Browsed"	"Live"	0	0	1	100	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"yes"
"803"	"110_2015"	NA	NA	NA	NA	14.0238095238095	0.754378844181394	2.77988282402242	"MA1002"	6.5	4.880000114	3.3	"2015_MA1002"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1002_TE"	"Matane"	"TE"	2010	2015	"T5"	"31/05/2015"	5	31	110	"Abibal"	"Abies balsamea"	6	NA	"Unbrowsed"	"Live"	NA	NA	NA	NA	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	NA
"826"	"111_2014"	16.6666666666667	"0"	"0.166666666666667"	"1.33333333333333"	21.8333333333333	-0.984349566092771	1.44909166013491	"MA1002"	6.5	4.880000114	3.3	"2014_MA1002"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1002_TE"	"Matane"	"TE"	2010	2014	"T4"	"31/05/2014"	5	31	111	"Abibal"	"Abies balsamea"	24	5.9	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"no"
"832"	"111_2015"	NA	NA	NA	NA	17.8846153846154	0.659602912927127	3.79215831509231	"MA1002"	6.5	4.880000114	3.3	"2015_MA1002"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1002_TE"	"Matane"	"TE"	2010	2015	"T5"	"31/05/2015"	5	31	111	"Abibal"	"Abies balsamea"	19	NA	"Unbrowsed"	"Live"	NA	NA	NA	NA	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	NA
"872"	"112_2012"	10	"0"	"0.5"	"4"	17	0.498566663345689	1.69106546985375	"MA1002"	6.5	4.880000114	3.3	"2012_MA1002"	3.26657534246575	14.858606557377	-4.88324175824176	2.67459016393443	2.89424657534247	2.85879120879121	"MA1002_TE"	"Matane"	"TE"	2010	2012	"T2"	"17/06/2012"	6	17	112	"Abibal"	"Abies balsamea"	13	NA	"Browsed"	"Live"	4	0	0	0	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"no"
"874"	"112_2013"	45.4670329675	"2.75"	"2.25"	"3.75"	19	0.73597936017697	3.16879863042698	"MA1002"	6.5	4.880000114	3.3	"2013_MA1002"	1.1413698630137	13.4831967213115	-8.075	2.59508196721311	2.78931506849315	2.93296703296703	"MA1002_TE"	"Matane"	"TE"	2010	2013	"T3"	NA	NA	NA	112	"Abibal"	"Abies balsamea"	19	14.4	"Browsed"	"Mutilate"	2	0	5	71.42857143	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"yes"
"878"	"112_2014"	45.8692365833333	"1.23809523809524"	"0.619047619047619"	"1.57142857142857"	21.952380952381	-0.0612886038015537	4.83031572644997	"MA1002"	6.5	4.880000114	3.3	"2014_MA1002"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1002_TE"	"Matane"	"TE"	2010	2014	"T4"	"31/05/2014"	5	31	112	"Abibal"	"Abies balsamea"	33	7.8	"Unbrowsed"	"Live"	3	0	4	57.14285714	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"yes"
"899"	"112_2015"	NA	NA	NA	NA	21.7065217391304	0.714173520087576	7.60317284488688	"MA1002"	6.5	4.880000114	3.3	"2015_MA1002"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1002_TE"	"Matane"	"TE"	2010	2015	"T5"	"31/05/2015"	5	31	112	"Abibal"	"Abies balsamea"	18	NA	"Unbrowsed"	"Live"	NA	NA	NA	NA	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	NA
"949"	"113_2011"	100	"1"	"0"	"0"	26	-2.06905165288461	0.501337624843322	"MA1002"	6.5	4.880000114	3.3	"2011_MA1002"	3.19071038251366	13.9647540983607	-4.73469945355191	3.34262295081967	2.7051912568306	1.97540983606557	"MA1002_TE"	"Matane"	"TE"	2010	2011	"T1"	"08/07/2011"	7	8	113	"Abibal"	"Abies balsamea"	25	NA	"Browsed"	"Mutilate"	0	0	1	100	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"yes"
"951"	"113_2012"	37.857142857	"1.4"	"1"	"1.9"	17.7	1.89455332071362	1.78682700587751	"MA1002"	6.5	4.880000114	3.3	"2012_MA1002"	3.26657534246575	14.858606557377	-4.88324175824176	2.67459016393443	2.89424657534247	2.85879120879121	"MA1002_TE"	"Matane"	"TE"	2010	2012	"T2"	"17/06/2012"	6	17	113	"Abibal"	"Abies balsamea"	19	NA	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"no"
"961"	"113_2013"	17.82467532375	"1.625"	"0.5"	"3.875"	25.3	-0.380157080801089	2.93398567361817	"MA1002"	6.5	4.880000114	3.3	"2013_MA1002"	1.1413698630137	13.4831967213115	-8.075	2.59508196721311	2.78931506849315	2.93296703296703	"MA1002_TE"	"Matane"	"TE"	2010	2013	"T3"	NA	NA	NA	113	"Abibal"	"Abies balsamea"	25.7	9.82	"Browsed"	"Live"	6	0	5	45.45454545	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"yes"
"969"	"113_2014"	14.08676046175	"0.425"	"0.15"	"3.65"	23.775	1.07588419737894	5.5073536847565	"MA1002"	6.5	4.880000114	3.3	"2014_MA1002"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1002_TE"	"Matane"	"TE"	2010	2014	"T4"	"31/05/2014"	5	31	113	"Abibal"	"Abies balsamea"	15	3.2	"Browsed"	"Live"	4	1	0	20	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"yes"
"1009"	"113_2015"	NA	NA	NA	NA	28.0909090909091	0.917649269734195	6.92306924279993	"MA1002"	6.5	4.880000114	3.3	"2015_MA1002"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1002_TE"	"Matane"	"TE"	2010	2015	"T5"	"31/05/2015"	5	31	113	"Abibal"	"Abies balsamea"	75.5	NA	"Unbrowsed"	"Live"	NA	NA	NA	NA	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	NA
"1065"	"114_2011"	20	"1"	"0"	"4"	38	0	0.28138302979302	"MA1002"	6.5	4.880000114	3.3	"2011_MA1002"	3.19071038251366	13.9647540983607	-4.73469945355191	3.34262295081967	2.7051912568306	1.97540983606557	"MA1002_TE"	"Matane"	"TE"	2010	2011	"T1"	"08/07/2011"	7	8	114	"Abibal"	"Abies balsamea"	38	NA	"Browsed"	"Mutilate"	4	0	1	20	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"yes"
"1066"	"114_2014"	0	"0"	"0"	"4.66666666666667"	21.3333333333333	-0.128418686013284	2.03012010173423	"MA1002"	6.5	4.880000114	3.3	"2014_MA1002"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1002_TE"	"Matane"	"TE"	2010	2014	"T4"	"31/05/2014"	5	31	114	"Abibal"	"Abies balsamea"	29	15.7	"Unbrowsed"	"Live"	12	0	0	0	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"no"
"1069"	"114_2015"	NA	NA	NA	NA	20.8181818181818	1.41638256632298	2.4238411740894	"MA1002"	6.5	4.880000114	3.3	"2015_MA1002"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1002_TE"	"Matane"	"TE"	2010	2015	"T5"	"31/05/2015"	5	31	114	"Abibal"	"Abies balsamea"	14.5	NA	"Unbrowsed"	"Live"	NA	NA	NA	NA	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	NA
"1081"	"115_2013"	25	"2"	"0"	"3"	26.25	-1.2512105685887	2.07404909798751	"MA1002"	6.5	4.880000114	3.3	"2013_MA1002"	1.1413698630137	13.4831967213115	-8.075	2.59508196721311	2.78931506849315	2.93296703296703	"MA1002_TE"	"Matane"	"TE"	2010	2013	"T3"	NA	NA	NA	115	"Abibal"	"Abies balsamea"	31	10.2	"Unbrowsed"	"Live"	4	0	4	50	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"yes"
"1083"	"115_2014"	23.0769230761538	"0"	"0.384615384615385"	"3.53846153846154"	21.2307692307692	0.24161307531368	3.67618239684273	"MA1002"	6.5	4.880000114	3.3	"2014_MA1002"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1002_TE"	"Matane"	"TE"	2010	2014	"T4"	"31/05/2014"	5	31	115	"Abibal"	"Abies balsamea"	23	7	"Unbrowsed"	"Live"	7	0	0	0	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"no"
"1096"	"115_2015"	NA	NA	NA	NA	22.2	1.99426665338276	3.17101557713365	"MA1002"	6.5	4.880000114	3.3	"2015_MA1002"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1002_TE"	"Matane"	"TE"	2010	2015	"T5"	"31/05/2015"	5	31	115	"Abibal"	"Abies balsamea"	20	NA	"Unbrowsed"	"Mutilate"	NA	NA	NA	NA	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	NA
"1123"	"116_2012"	50	"1"	"1"	"1.5"	13	2.16045554116465	0.501337624843322	"MA1002"	6.5	4.880000114	3.3	"2012_MA1002"	3.26657534246575	14.858606557377	-4.88324175824176	2.67459016393443	2.89424657534247	2.85879120879121	"MA1002_TE"	"Matane"	"TE"	2010	2012	"T2"	"17/06/2012"	6	17	116	"Abibal"	"Abies balsamea"	13	NA	"Unbrowsed"	"Live"	3	0	0	0	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"no"
"1125"	"116_2013"	23.80952381	"1.66666666666667"	"0"	"5.66666666666667"	21.6666666666667	-0.886340734836781	2.18110403898474	"MA1002"	6.5	4.880000114	3.3	"2013_MA1002"	1.1413698630137	13.4831967213115	-8.075	2.59508196721311	2.78931506849315	2.93296703296703	"MA1002_TE"	"Matane"	"TE"	2010	2013	"T3"	NA	NA	NA	116	"Abibal"	"Abies balsamea"	23	9.42	"Unbrowsed"	"Live"	12	0	0	0	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"no"
"1128"	"116_2014"	32.8431372548148	"0"	"0.592592592592593"	"2.37037037037037"	18.1111111111111	1.15450916739393	4.09165340376665	"MA1002"	6.5	4.880000114	3.3	"2014_MA1002"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1002_TE"	"Matane"	"TE"	2010	2014	"T4"	"31/05/2014"	5	31	116	"Abibal"	"Abies balsamea"	23	2.1	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"no"
"1155"	"116_2015"	NA	NA	NA	NA	22.7424242424242	1.10585755035388	4.29498097218027	"MA1002"	6.5	4.880000114	3.3	"2015_MA1002"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1002_TE"	"Matane"	"TE"	2010	2015	"T5"	"31/05/2015"	5	31	116	"Abibal"	"Abies balsamea"	16	NA	"Unbrowsed"	"Live"	NA	NA	NA	NA	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	NA
"1192"	"117_2011"	100	"1"	"0"	"0"	25	-2.26432359602834	0.154199161645608	"MA1002"	6.5	4.880000114	3.3	"2011_MA1002"	3.19071038251366	13.9647540983607	-4.73469945355191	3.34262295081967	2.7051912568306	1.97540983606557	"MA1002_TE"	"Matane"	"TE"	2010	2011	"T1"	"08/07/2011"	7	8	117	"Abibal"	"Abies balsamea"	25	NA	"Browsed"	"Mutilate"	0	0	1	100	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"yes"
"1193"	"117_2012"	54.6031746033333	"2.66666666666667"	"0.5"	"2.16666666666667"	15.9166666666667	3.23375877475607	1.50531289109596	"MA1002"	6.5	4.880000114	3.3	"2012_MA1002"	3.26657534246575	14.858606557377	-4.88324175824176	2.67459016393443	2.89424657534247	2.85879120879121	"MA1002_TE"	"Matane"	"TE"	2010	2012	"T2"	"17/06/2012"	6	17	117	"Abibal"	"Abies balsamea"	14	NA	"Browsed"	"Live"	2	0	2	50	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"yes"
"1205"	"117_2013"	21.8518518522222	"1.55555555555556"	"0.666666666666667"	"6.11111111111111"	28.8888888888889	0	2.3227412825943	"MA1002"	6.5	4.880000114	3.3	"2013_MA1002"	1.1413698630137	13.4831967213115	-8.075	2.59508196721311	2.78931506849315	2.93296703296703	"MA1002_TE"	"Matane"	"TE"	2010	2013	"T3"	NA	NA	NA	117	"Abibal"	"Abies balsamea"	33	10.1	"Unbrowsed"	"Live"	10	0	0	0	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"no"
"1214"	"117_2015"	NA	NA	NA	NA	38.28	0.972343484263912	1.95371218201463	"MA1002"	6.5	4.880000114	3.3	"2015_MA1002"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1002_TE"	"Matane"	"TE"	2010	2015	"T5"	"31/05/2015"	5	31	117	"Abibal"	"Abies balsamea"	50	NA	"Unbrowsed"	"Live"	NA	NA	NA	NA	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	NA
"1242"	"118_2012"	20	"0.4"	"0.6"	"3.2"	17.8	1.54555665637164	1.37160548398214	"MA1002"	6.5	4.880000114	3.3	"2012_MA1002"	3.26657534246575	14.858606557377	-4.88324175824176	2.67459016393443	2.89424657534247	2.85879120879121	"MA1002_TE"	"Matane"	"TE"	2010	2012	"T2"	"17/06/2012"	6	17	118	"Abibal"	"Abies balsamea"	17	NA	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"no"
"1247"	"118_2013"	62.5	"2"	"0.5"	"1.5"	24	-0.772778328185819	2.4218161571125	"MA1002"	6.5	4.880000114	3.3	"2013_MA1002"	1.1413698630137	13.4831967213115	-8.075	2.59508196721311	2.78931506849315	2.93296703296703	"MA1002_TE"	"Matane"	"TE"	2010	2013	"T3"	NA	NA	NA	118	"Abibal"	"Abies balsamea"	22	6	"Browsed"	"Live"	0	0	4	100	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"yes"
"1249"	"118_2014"	0	"0"	"0"	"1.6"	20.9	1.13174632579472	3.08259992348504	"MA1002"	6.5	4.880000114	3.3	"2014_MA1002"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1002_TE"	"Matane"	"TE"	2010	2014	"T4"	"31/05/2014"	5	31	118	"Abibal"	"Abies balsamea"	25	4	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"no"
"1259"	"118_2015"	NA	NA	NA	NA	25.44	1.59541332270621	3.19080347904068	"MA1002"	6.5	4.880000114	3.3	"2015_MA1002"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1002_TE"	"Matane"	"TE"	2010	2015	"T5"	"31/05/2015"	5	31	118	"Abibal"	"Abies balsamea"	32	NA	"Unbrowsed"	"Live"	NA	NA	NA	NA	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	NA
"1285"	"119_2012"	33.33333333	"0"	"1"	"2"	17	1.1217749925278	0.687430592816113	"MA1002"	6.5	4.880000114	3.3	"2012_MA1002"	3.26657534246575	14.858606557377	-4.88324175824176	2.67459016393443	2.89424657534247	2.85879120879121	"MA1002_TE"	"Matane"	"TE"	2010	2012	"T2"	"17/06/2012"	6	17	119	"Abibal"	"Abies balsamea"	17	NA	"Unbrowsed"	"Live"	2	1	0	33.33333333	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"yes"
"1286"	"119_2013"	90	"0.5"	"2.5"	"0.5"	21.5	-0.174498332170991	1.22997482199586	"MA1002"	6.5	4.880000114	3.3	"2013_MA1002"	1.1413698630137	13.4831967213115	-8.075	2.59508196721311	2.78931506849315	2.93296703296703	"MA1002_TE"	"Matane"	"TE"	2010	2013	"T3"	NA	NA	NA	119	"Abibal"	"Abies balsamea"	21	9.22	"Unbrowsed"	"Live"	1	3	1	80	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"yes"
"1288"	"119_2014"	20	"0"	"0.2"	"2"	20.8	-0.438323191524752	1.56520807851683	"MA1002"	6.5	4.880000114	3.3	"2014_MA1002"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1002_TE"	"Matane"	"TE"	2010	2014	"T4"	"31/05/2014"	5	31	119	"Abibal"	"Abies balsamea"	15	5.9	"Browsed"	"Mutilate"	0	1	0	100	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	"yes"
"1293"	"119_2015"	NA	NA	NA	NA	19.0416666666667	0.540660559264129	2.61132751086754	"MA1002"	6.5	4.880000114	3.3	"2015_MA1002"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1002_TE"	"Matane"	"TE"	2010	2015	"T5"	"31/05/2015"	5	31	119	"Abibal"	"Abies balsamea"	10	NA	"Unbrowsed"	"Live"	NA	NA	NA	NA	4	"ok"	"MA1002"	362340.4968	5401277.938	-66.7174942	48.74727417	NA
