"plot_year"	"Browsing_percent_plot"	"old_browsing_plot"	"young_browsing_plot"	"no_browsing_plot"	"height_plot"	"growth"	"FAI"	"site"	"NPP_July2016"	"NPP_June2016"	"EffectiveMooseDensitykm2"	"year_site"	"mean.temp"	"summ.temp"	"wint.temp"	"rain.GP"	"rain.year"	"rain.wint"	"site_Treatment"	"territory"	"EX"	"build_year"	"sample_year"	"time"	"date"	"month"	"day"	"plot"	"species_cor"	"nom_lat"	"height"	"diam"	"arrow"	"stem_state"	"no_browsing"	"young_browsing"	"old_browsing"	"Browsing_percent"	"sampling_area_m2"	"missingpicnote"	"Site"	"LON..NAD83.MTM..Modified.Transverse.Mercator..zone.6."	"LAT..NAD83.MTM..Modified.Transverse.Mercator..zone.6."	"LON.E"	"LAT.N"	"browsingfactorial"
"748"	"242_2015"	NA	"0"	"0"	"1.66666666666667"	29	7.50966036664444	1.98205034359613	"MA1106"	6.5	4.880000114	3.3	"2015_MA1106"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1106_EX"	"Matane"	"EX"	2011	2015	"T4"	"01/06/2015"	6	1	242	"Betula"	"Betula sp."	67	6.6	"Unbrowsed"	"Live"	2	0	0	0	4	"ok"	"MA1106"	358657.1437	5400697.076	-66.76765641	48.74237995	"no"
"7541"	"243_2013"	0	"0"	"0"	"1"	54.75	1.22564304739149	1.20260260590031	"MA1106"	6.5	4.880000114	3.3	"2013_MA1106"	1.1413698630137	13.4831967213115	-8.075	2.59508196721311	2.78931506849315	2.93296703296703	"MA1106_EX"	"Matane"	"EX"	2011	2013	"T2"	NA	NA	NA	243	"Betula"	"Betula sp."	52	5.32	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"MA1106"	358657.1437	5400697.076	-66.76765641	48.74237995	"no"
"7561"	"243_2014"	0	"0"	"0"	"4"	59.6666666666667	5.65042218458448	1.33559194154405	"MA1106"	6.5	4.880000114	3.3	"2014_MA1106"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1106_EX"	"Matane"	"EX"	2011	2014	"T3"	"08/06/2014"	6	8	243	"Betula"	"Betula sp."	100	9.7	"Unbrowsed"	"Live"	6	0	0	0	4	"ok"	"MA1106"	358657.1437	5400697.076	-66.76765641	48.74237995	"no"
"7591"	"243_2015"	0	"0"	"0"	"6"	82.3333333333333	4.2585902494111	1.25303695430004	"MA1106"	6.5	4.880000114	3.3	"2015_MA1106"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1106_EX"	"Matane"	"EX"	2011	2015	"T4"	"01/06/2015"	6	1	243	"Betula"	"Betula sp."	58	11.5	"Unbrowsed"	"Live"	6	0	0	0	4	"ok"	"MA1106"	358657.1437	5400697.076	-66.76765641	48.74237995	"no"
"7621"	"244_2013"	0	"0"	"0"	"2"	43.5	-0.979327374429033	1.23828524004086	"MA1106"	6.5	4.880000114	3.3	"2013_MA1106"	1.1413698630137	13.4831967213115	-8.075	2.59508196721311	2.78931506849315	2.93296703296703	"MA1106_EX"	"Matane"	"EX"	2011	2013	"T2"	NA	NA	NA	244	"Betula"	"Betula sp."	30	4.22	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"MA1106"	358657.1437	5400697.076	-66.76765641	48.74237995	"no"
"764"	"244_2014"	0	"0"	"0"	"5.42857142857143"	39.5714285714286	3.97072735450317	1.24438010876904	"MA1106"	6.5	4.880000114	3.3	"2014_MA1106"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1106_EX"	"Matane"	"EX"	2011	2014	"T3"	"08/06/2014"	6	8	244	"Betula"	"Betula sp."	27	3.4	"Unbrowsed"	"Live"	2	0	0	0	4	"ok"	"MA1106"	358657.1437	5400697.076	-66.76765641	48.74237995	"no"
"771"	"244_2015"	0	"0"	"0"	"5.16666666666667"	55.5	1.18409582544601	1.21056904968295	"MA1106"	6.5	4.880000114	3.3	"2015_MA1106"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1106_EX"	"Matane"	"EX"	2011	2015	"T4"	"01/06/2015"	6	1	244	"Betula"	"Betula sp."	50	4.5	"Unbrowsed"	"Live"	3	0	0	0	4	"ok"	"MA1106"	358657.1437	5400697.076	-66.76765641	48.74237995	"no"
"777"	"247_2014"	0	"0"	"0"	"2.2"	38.2	4.43724330377663	1.33416996406917	"MA1106"	6.5	4.880000114	3.3	"2014_MA1106"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1106_EX"	"Matane"	"EX"	2011	2014	"T3"	"08/06/2014"	6	8	247	"Betula"	"Betula sp."	38	4.3	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"MA1106"	358657.1437	5400697.076	-66.76765641	48.74237995	"no"
"7821"	"247_2015"	0	"0"	"0"	"2.8"	56	4.58058121948852	1.02477900601821	"MA1106"	6.5	4.880000114	3.3	"2015_MA1106"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1106_EX"	"Matane"	"EX"	2011	2015	"T4"	"01/06/2015"	6	1	247	"Betula"	"Betula sp."	41	5	"Unbrowsed"	"Live"	3	0	0	0	4	"ok"	"MA1106"	358657.1437	5400697.076	-66.76765641	48.74237995	"no"
"7871"	"248_2013"	0	"0"	"0"	"2.2"	37.34	1.01209032659175	1.14019052119824	"MA1106"	6.5	4.880000114	3.3	"2013_MA1106"	1.1413698630137	13.4831967213115	-8.075	2.59508196721311	2.78931506849315	2.93296703296703	"MA1106_EX"	"Matane"	"EX"	2011	2013	"T2"	NA	NA	NA	248	"Betula"	"Betula sp."	24.7	2.36	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"MA1106"	358657.1437	5400697.076	-66.76765641	48.74237995	"no"
"792"	"248_2014"	0	"0"	"0"	"2.6"	41.4	0.257592776061939	1.69447664744849	"MA1106"	6.5	4.880000114	3.3	"2014_MA1106"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1106_EX"	"Matane"	"EX"	2011	2014	"T3"	"08/06/2014"	6	8	248	"Betula"	"Betula sp."	35	4.9	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"MA1106"	358657.1437	5400697.076	-66.76765641	48.74237995	"no"
"807"	"248_2015"	NA	"0"	"0"	"2"	42.4333333333333	5.14077626205333	1.75579007894881	"MA1106"	6.5	4.880000114	3.3	"2015_MA1106"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1106_EX"	"Matane"	"EX"	2011	2015	"T4"	"01/06/2015"	6	1	248	"Betula"	"Betula sp."	63	7.7	"Unbrowsed"	"Live"	2	0	0	0	4	"ok"	"MA1106"	358657.1437	5400697.076	-66.76765641	48.74237995	"no"
"822"	"249_2014"	0	"0"	"0"	"4"	30	7.66546244893997	0.434659090909091	"MA1106"	6.5	4.880000114	3.3	"2014_MA1106"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1106_EX"	"Matane"	"EX"	2011	2014	"T3"	"08/06/2014"	6	8	249	"Betula"	"Betula sp."	30	5.7	"Unbrowsed"	"Live"	4	0	0	0	4	"ok"	"MA1106"	358657.1437	5400697.076	-66.76765641	48.74237995	"no"
"823"	"249_2015"	0	"0"	"0"	"3.5"	60.75	14.3961124041068	0.522744199464363	"MA1106"	6.5	4.880000114	3.3	"2015_MA1106"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1106_EX"	"Matane"	"EX"	2011	2015	"T4"	"01/06/2015"	6	1	249	"Betula"	"Betula sp."	54	5.9	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"MA1106"	358657.1437	5400697.076	-66.76765641	48.74237995	"no"
"825"	"250_2015"	0	"0"	"0"	"2.16666666666667"	49.5	3.3341645611243	1.41428321767881	"MA1106"	6.5	4.880000114	3.3	"2015_MA1106"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1106_EX"	"Matane"	"EX"	2011	2015	"T4"	"01/06/2015"	6	1	250	"Betula"	"Betula sp."	43.5	5.3	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"MA1106"	358657.1437	5400697.076	-66.76765641	48.74237995	"no"
"831"	"251_2013"	0	"0"	"0"	"1"	38	-0.581661107236638	0.488162878787879	"MA1106"	6.5	4.880000114	3.3	"2013_MA1106"	1.1413698630137	13.4831967213115	-8.075	2.59508196721311	2.78931506849315	2.93296703296703	"MA1106_EX"	"Matane"	"EX"	2011	2013	"T2"	NA	NA	NA	251	"Betula"	"Betula sp."	38	5.48	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"MA1106"	358657.1437	5400697.076	-66.76765641	48.74237995	"no"
"8322"	"251_2014"	0	"0"	"0"	"2.5"	35.6666666666667	5.62964857361174	1.98106060606061	"MA1106"	6.5	4.880000114	3.3	"2014_MA1106"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1106_EX"	"Matane"	"EX"	2011	2014	"T3"	"08/06/2014"	6	8	251	"Betula"	"Betula sp."	22	3.4	"Unbrowsed"	"Live"	2	0	0	0	4	"ok"	"MA1106"	358657.1437	5400697.076	-66.76765641	48.74237995	"no"
"838"	"251_2015"	0	"0"	"0"	"6"	58.25	4.67406246886584	1.3193340048416	"MA1106"	6.5	4.880000114	3.3	"2015_MA1106"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1106_EX"	"Matane"	"EX"	2011	2015	"T4"	"01/06/2015"	6	1	251	"Betula"	"Betula sp."	90	12.7	"Unbrowsed"	"Live"	10	0	0	0	4	"ok"	"MA1106"	358657.1437	5400697.076	-66.76765641	48.74237995	"no"
"842"	"252_2014"	0	"0"	"0"	"2.66666666666667"	39.3333333333333	4.15472219454741	0.661019644946762	"MA1106"	6.5	4.880000114	3.3	"2014_MA1106"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1106_EX"	"Matane"	"EX"	2011	2014	"T3"	"08/06/2014"	6	8	252	"Betula"	"Betula sp."	54	5.7	"Unbrowsed"	"Live"	4	0	0	0	4	"ok"	"MA1106"	358657.1437	5400697.076	-66.76765641	48.74237995	"no"
"845"	"252_2015"	0	"0"	"0"	"3.16666666666667"	56	6.66832912224859	1.12901800282297	"MA1106"	6.5	4.880000114	3.3	"2015_MA1106"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1106_EX"	"Matane"	"EX"	2011	2015	"T4"	"01/06/2015"	6	1	252	"Betula"	"Betula sp."	44	4.7	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"MA1106"	358657.1437	5400697.076	-66.76765641	48.74237995	"no"
"852"	"253_2012"	80	"1"	"3"	"1"	40	-3.80157080801088	0.247685804733436	"MA1106"	6.5	4.880000114	3.3	"2012_MA1106"	3.26657534246575	14.858606557377	-4.88324175824176	2.67459016393443	2.89424657534247	2.85879120879121	"MA1106_TE"	"Matane"	"TE"	2011	2012	"T1"	"14/06/2012"	6	14	253	"Betula"	"Betula sp."	40	NA	"Unbrowsed"	"Live"	1	3	1	80	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"yes"
"853"	"253_2013"	93.75	"1.5"	"3"	"0.5"	24.75	0.261747498256487	0.44685421286031	"MA1106"	6.5	4.880000114	3.3	"2013_MA1106"	1.1413698630137	13.4831967213115	-8.075	2.59508196721311	2.78931506849315	2.93296703296703	"MA1106_TE"	"Matane"	"TE"	2011	2013	"T2"	NA	NA	NA	253	"Betula"	"Betula sp."	20	6.28	"Browsed"	"Mutilate"	0	2	0	100	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"yes"
"855"	"253_2014"	69.833333334	"2.2"	"4.8"	"1.4"	25.8	3.11604164591056	0.795152048602894	"MA1106"	6.5	4.880000114	3.3	"2014_MA1106"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1106_TE"	"Matane"	"TE"	2011	2014	"T3"	"08/06/2014"	6	8	253	"Betula"	"Betula sp."	16	2.3	"Unbrowsed"	"Mutilate"	0	0	1	100	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"yes"
"860"	"253_2015"	31.043956044	"3.8"	"0"	"3.8"	38.3	-1.68127758139352	1.61169057939703	"MA1106"	6.5	4.880000114	3.3	"2015_MA1106"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1106_TE"	"Matane"	"TE"	2011	2015	"T4"	"03/06/2015"	6	3	253	"Betula"	"Betula sp."	38	9	"Browsed"	"Live"	3	0	4	57.14285714	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"yes"
"865"	"254_2014"	0	"0"	"0"	"1"	28	4.4870999701112	0.610829308019635	"MA1106"	6.5	4.880000114	3.3	"2014_MA1106"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1106_TE"	"Matane"	"TE"	2011	2014	"T3"	"08/06/2014"	6	8	254	"Betula"	"Betula sp."	28	3.9	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"no"
"866"	"254_2015"	0	"0"	"0"	"3"	46	-3.64576872571535	1.60115565858134	"MA1106"	6.5	4.880000114	3.3	"2015_MA1106"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1106_TE"	"Matane"	"TE"	2011	2015	"T4"	"03/06/2015"	6	3	254	"Betula"	"Betula sp."	46	5.9	"Unbrowsed"	"Live"	3	0	0	0	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"no"
"8671"	"255_2013"	40.8333333325	"1.25"	"0.75"	"1.75"	26.375	2.23316317956923	0.907186286533349	"MA1106"	6.5	4.880000114	3.3	"2013_MA1106"	1.1413698630137	13.4831967213115	-8.075	2.59508196721311	2.78931506849315	2.93296703296703	"MA1106_TE"	"Matane"	"TE"	2011	2013	"T2"	NA	NA	NA	255	"Betula"	"Betula sp."	26	5.12	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"no"
"871"	"255_2014"	66.6666666666667	"2.66666666666667"	"0"	"2"	35.3333333333333	-1.32951110225517	0.797157839955411	"MA1106"	6.5	4.880000114	3.3	"2014_MA1106"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1106_TE"	"Matane"	"TE"	2011	2014	"T3"	"08/06/2014"	6	8	255	"Betula"	"Betula sp."	56	13.4	"Unbrowsed"	"Mutilate"	5	0	5	50	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"yes"
"8741"	"255_2015"	69.7222222225	"2.75"	"1.25"	"1.25"	30	-1.21080475383953	1.4752024453109	"MA1106"	6.5	4.880000114	3.3	"2015_MA1106"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1106_TE"	"Matane"	"TE"	2011	2015	"T4"	"03/06/2015"	6	3	255	"Betula"	"Betula sp."	30	5	"Browsed"	"Live"	1	0	1	50	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"yes"
"8781"	"256_2014"	50	"0.5"	"0"	"0.5"	24.5	3.5315138653653	1.34538561898434	"MA1106"	6.5	4.880000114	3.3	"2014_MA1106"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1106_TE"	"Matane"	"TE"	2011	2014	"T3"	"08/06/2014"	6	8	256	"Betula"	"Betula sp."	23	3.1	"Browsed"	"Mutilate"	0	0	1	100	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"yes"
"8801"	"256_2015"	50	"0.666666666666667"	"0"	"1"	38.6666666666667	3.15758886785603	2.02520602212849	"MA1106"	6.5	4.880000114	3.3	"2015_MA1106"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1106_TE"	"Matane"	"TE"	2011	2015	"T4"	"03/06/2015"	6	3	256	"Betula"	"Betula sp."	41	6.7	"Browsed"	"Mutilate"	0	0	1	100	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"yes"
"884"	"257_2013"	0	"0"	"0"	"1"	21	-0.581661107236637	0.632235882640675	"MA1106"	6.5	4.880000114	3.3	"2013_MA1106"	1.1413698630137	13.4831967213115	-8.075	2.59508196721311	2.78931506849315	2.93296703296703	"MA1106_TE"	"Matane"	"TE"	2011	2013	"T2"	NA	NA	NA	257	"Betula"	"Betula sp."	21	3.34	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"no"
"885"	"257_2014"	83.3333333333333	"1.83333333333333"	"1.66666666666667"	"0.166666666666667"	18.6666666666667	1.39183193517338	1.49058909561429	"MA1106"	6.5	4.880000114	3.3	"2014_MA1106"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1106_TE"	"Matane"	"TE"	2011	2014	"T3"	"08/06/2014"	6	8	257	"Betula"	"Betula sp."	20	5.9	"Browsed"	"Mutilate"	0	9	0	100	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"yes"
"891"	"257_2015"	55.793650793	"4.2"	"0"	"1.3"	24.25	-0.5608874962639	4.15007735205877	"MA1106"	6.5	4.880000114	3.3	"2015_MA1106"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1106_TE"	"Matane"	"TE"	2011	2015	"T4"	"03/06/2015"	6	3	257	"Betula"	"Betula sp."	42	8.7	"Unbrowsed"	"Mutilate"	2	0	2	50	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"yes"
"9011"	"259_2015"	0	"0"	"0"	"1"	26.5	0.373924997509267	1.93538074181022	"MA1106"	6.5	4.880000114	3.3	"2015_MA1106"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1106_TE"	"Matane"	"TE"	2011	2015	"T4"	"03/06/2015"	6	3	259	"Betula"	"Betula sp."	41.5	7.4	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"no"
"904"	"26_2012"	0	"0"	"0"	"2.25"	60.875	18.5716082096269	4.25774032731939	"CA1002"	6.5	4.730000019	2	"2012_CA1002"	3.78452054794521	15.6323770491803	-4.69450549450549	2.6344262295082	2.74109589041096	2.47197802197802	"CA1002_EX"	"Casault"	"EX"	2010	2012	"T2"	"28/05/2012"	5	28	26	"Betula"	"Betula sp."	59	NA	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"CA1002"	336489.7491	5364785.896	-67.07181093	48.42094061	"no"
"912"	"26_2013"	0	"0"	"0"	"16"	135.375	6.38788537411664	3.8230812364103	"CA1002"	6.5	4.730000019	2	"2013_CA1002"	1.47383561643836	14.1844262295082	-8.10576923076923	3.24508196721311	2.97095890410959	2.58516483516484	"CA1002_EX"	"Casault"	"EX"	2010	2013	"T3"	NA	NA	NA	26	"Betula"	"Betula sp."	162.5	27.3	"Unbrowsed"	"Live"	26	0	0	0	4	"ok"	"CA1002"	336489.7491	5364785.896	-67.07181093	48.42094061	"no"
"916"	"26_2014"	0	"0"	"0"	"15"	161	0	3.94223708851683	"CA1002"	6.5	4.730000019	2	"2014_CA1002"	1.84493150684932	15.4483606557377	-8.18159340659341	3.36967213114754	2.81315068493151	2.53846153846154	"CA1002_EX"	"Casault"	"EX"	2010	2014	"T4"	"24/05/2014"	5	24	26	"Betula"	"Betula sp."	186	15.8	"Unbrowsed"	"Live"	16	0	0	0	4	"ok"	"CA1002"	336489.7491	5364785.896	-67.07181093	48.42094061	"no"
"922"	"260_2012"	50	"1"	"0"	"1"	21	-1.74498332170991	0.453284686927579	"MA1106"	6.5	4.880000114	3.3	"2012_MA1106"	3.26657534246575	14.858606557377	-4.88324175824176	2.67459016393443	2.89424657534247	2.85879120879121	"MA1106_TE"	"Matane"	"TE"	2011	2012	"T1"	"14/06/2012"	6	14	260	"Betula"	"Betula sp."	21	NA	"Unbrowsed"	"Live"	1	0	1	50	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"yes"
"923"	"260_2013"	78.57142857	"0"	"2.5"	"1.5"	14	1.49569999003707	0.495371609466871	"MA1106"	6.5	4.880000114	3.3	"2013_MA1106"	1.1413698630137	13.4831967213115	-8.075	2.59508196721311	2.78931506849315	2.93296703296703	"MA1106_TE"	"Matane"	"TE"	2011	2013	"T2"	NA	NA	NA	260	"Betula"	"Betula sp."	16	9.2	"Browsed"	"Mutilate"	3	4	0	57.14285714	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"yes"
"925"	"260_2014"	22.916666665	"0.5"	"1"	"5.5"	20	-0.249283331672845	0.578981875693218	"MA1106"	6.5	4.880000114	3.3	"2014_MA1106"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1106_TE"	"Matane"	"TE"	2011	2014	"T3"	"08/06/2014"	6	8	260	"Betula"	"Betula sp."	16	7.3	"Unbrowsed"	"Mutilate"	4	2	0	33.33333333	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"yes"
"927"	"260_2015"	66.6666666666667	"1"	"2.33333333333333"	"0.333333333333333"	19	1.37105832420065	1.39761285147331	"MA1106"	6.5	4.880000114	3.3	"2015_MA1106"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1106_TE"	"Matane"	"TE"	2011	2015	"T4"	"03/06/2015"	6	3	260	"Betula"	"Betula sp."	24.5	10.1	"Browsed"	"Mutilate"	0	3	3	100	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"yes"
"932"	"261_2012"	50	"1"	"0"	"0.5"	22	-0.747849995018534	0.869318181818182	"MA1106"	6.5	4.880000114	3.3	"2012_MA1106"	3.26657534246575	14.858606557377	-4.88324175824176	2.67459016393443	2.89424657534247	2.85879120879121	"MA1106_TE"	"Matane"	"TE"	2011	2012	"T1"	"14/06/2012"	6	14	261	"Betula"	"Betula sp."	20	NA	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"no"
"934"	"261_2013"	25	"1"	"0"	"2.5"	19	1.43337915711886	1.26447176528135	"MA1106"	6.5	4.880000114	3.3	"2013_MA1106"	1.1413698630137	13.4831967213115	-8.075	2.59508196721311	2.78931506849315	2.93296703296703	"MA1106_TE"	"Matane"	"TE"	2011	2013	"T2"	NA	NA	NA	261	"Betula"	"Betula sp."	12	12	"Browsed"	"Live"	2	0	2	50	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"yes"
"936"	"261_2014"	48.9285714275	"4"	"0"	"4.5"	24.75	2.9706263691014	1.9189338259001	"MA1106"	6.5	4.880000114	3.3	"2014_MA1106"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1106_TE"	"Matane"	"TE"	2011	2014	"T3"	"08/06/2014"	6	8	261	"Betula"	"Betula sp."	27	9.2	"Unbrowsed"	"Mutilate"	2	0	3	60	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"yes"
"9401"	"261_2015"	25.9259259233333	"2.33333333333333"	"0"	"4.33333333333333"	36.6666666666667	-0.695915967586691	2.62607170043007	"MA1106"	6.5	4.880000114	3.3	"2015_MA1106"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1106_TE"	"Matane"	"TE"	2011	2015	"T4"	"03/06/2015"	6	3	261	"Betula"	"Betula sp."	39.5	13.8	"Browsed"	"Mutilate"	5	0	4	44.44444444	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"yes"
"943"	"262_2014"	95.8333333333333	"0.833333333333333"	"1.66666666666667"	"0.166666666666667"	22	0.0519340274318423	1.2968638364945	"MA1106"	6.5	4.880000114	3.3	"2014_MA1106"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1106_TE"	"Matane"	"TE"	2011	2014	"T3"	"08/06/2014"	6	8	262	"Betula"	"Betula sp."	17	7.4	"Browsed"	"Mutilate"	0	2	0	100	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"yes"
"9491"	"262_2015"	NA	"0.333333333333333"	"1.58333333333333"	"0.916666666666667"	22.2083333333333	0.508953468832058	2.79567390444119	"MA1106"	6.5	4.880000114	3.3	"2015_MA1106"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1106_TE"	"Matane"	"TE"	2011	2015	"T4"	"03/06/2015"	6	3	262	"Betula"	"Betula sp."	31.5	8.3	"Browsed"	"Mutilate"	0	2	1	100	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"yes"
"9611"	"263_2013"	0	"0"	"0"	"1"	23	1.4458433237025	0.44573029730976	"MA1106"	6.5	4.880000114	3.3	"2013_MA1106"	1.1413698630137	13.4831967213115	-8.075	2.59508196721311	2.78931506849315	2.93296703296703	"MA1106_TE"	"Matane"	"TE"	2011	2013	"T2"	NA	NA	NA	263	"Betula"	"Betula sp."	23	6.28	"Unbrowsed"	"Live"	1	0	0	0	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"no"
"9621"	"263_2014"	33.333333334	"0.4"	"0.6"	"2"	28.8	-0.433129788781568	1.30139328638059	"MA1106"	6.5	4.880000114	3.3	"2014_MA1106"	1.49630136986301	14.7512295081967	-8.1478021978022	3.33770491803279	2.93260273972603	2.79615384615385	"MA1106_TE"	"Matane"	"TE"	2011	2014	"T3"	"08/06/2014"	6	8	263	"Betula"	"Betula sp."	18	10.2	"Browsed"	"Mutilate"	2	2	0	50	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	"yes"
"967"	"263_2015"	NA	"1.125"	"0"	"1.875"	27.0625	-0.434829447861155	2.03588877730193	"MA1106"	6.5	4.880000114	3.3	"2015_MA1106"	2.40450819672131	14.1860655737705	-5.79071038251366	3.00983606557377	2.48114754098361	2.37213114754098	"MA1106_TE"	"Matane"	"TE"	2011	2015	"T4"	"03/06/2015"	6	3	263	"Betula"	"Betula sp."	8	NA	"Unbrowsed"	"Live"	0	0	0	NA	4	"ok"	"MA1106"	358708.9022	5400728.488	-66.76694855	48.74265795	NA
